FIPS,population,county,state,urban
31059,5547,Fillmore County,NEBRASKA,Rural
31091,693,Hooker County,NEBRASKA,Rural
31159,17171,Seward County,NEBRASKA,Urban
31181,3537,Webster County,NEBRASKA,Rural
31023,8029,Butler County,NEBRASKA,Rural
31005,427,Arthur County,NEBRASKA,Rural
31067,21594,Gage County,NEBRASKA,Rural
31099,6529,Kearney County,NEBRASKA,Rural
31119,35080,Madison County,NEBRASKA,Rural
31137,9100,Phelps County,NEBRASKA,Rural
31179,9332,Wayne County,NEBRASKA,Rural
31107,8426,Knox County,NEBRASKA,Rural
31121,7798,Merrick County,NEBRASKA,Rural
31133,2649,Pawnee County,NEBRASKA,Rural
31183,783,Wheeler County,NEBRASKA,Rural
32015,5643,Lander County,NEVADA,Rural
32009,969,Esmeralda County,NEVADA,Rural
32021,4460,Mineral County,NEVADA,Rural
32017,5180,Lincoln County,NEVADA,Rural
32031,456936,Washoe County,NEVADA,Urban
32510,54773,Carson City,NEVADA,Urban
33013,149917,Merrimack County,NEW HAMPSHIRE,Rural
33001,60887,Belknap County,NEW HAMPSHIRE,Rural
33017,129124,Strafford County,NEW HAMPSHIRE,Urban
34025,621659,Monmouth County,NEW JERSEY,Urban
34037,141483,Sussex County,NEW JERSEY,Urban
34013,795404,Essex County,NEW JERSEY,Urban
34015,291165,Gloucester County,NEW JERSEY,Urban
34031,503637,Passaic County,NEW JERSEY,Urban
34003,930390,Bergen County,NEW JERSEY,Urban
34041,105862,Warren County,NEW JERSEY,Urban
34005,445702,Burlington County,NEW JERSEY,Urban
35029,24083,Luna County,NEW MEXICO,Rural
35055,32786,Taos County,NEW MEXICO,Rural
35007,12168,Colfax County,NEW MEXICO,Rural
35021,441,Harding County,NEW MEXICO,Rural
35037,8326,Quay County,NEW MEXICO,Rural
28103,10700,Noxubee County,MISSISSIPPI,Rural
28137,28404,Tate County,MISSISSIPPI,Urban
28107,34190,Panola County,MISSISSIPPI,Rural
28161,12367,Yalobusha County,MISSISSIPPI,Rural
19189,10534,Winnebago County,IOWA,Rural
19165,11606,Shelby County,IOWA,Rural
19007,12452,Appanoose County,IOWA,Rural
19095,16189,Iowa County,IOWA,Rural
19145,15268,Page County,IOWA,Rural
19191,20262,Winneshiek County,IOWA,Rural
19155,93393,Pottawattamie County,IOWA,Urban
19127,39964,Marshall County,IOWA,Rural
19015,26370,Boone County,IOWA,Rural
19021,20058,Buena Vista County,IOWA,Rural
19089,9226,Howard County,IOWA,Rural
19077,10669,Guthrie County,IOWA,Urban
19091,9554,Humboldt County,IOWA,Rural
19121,16012,Madison County,IOWA,Urban
72061,86937,Guaynabo Municipio,PUERTO RICO,Urban
72053,31111,Fajardo Municipio,PUERTO RICO,Urban
72007,25748,Aguas Buenas Municipio,PUERTO RICO,Urban
72065,39950,Hatillo Municipio,PUERTO RICO,Urban
72133,21757,Santa Isabel Municipio,PUERTO RICO,Rural
72097,75232,Mayaguez Municipio,PUERTO RICO,Urban
72119,49613,Rio Grande Municipio,PUERTO RICO,Urban
72011,26934,Anasco Municipio,PUERTO RICO,Urban
72033,24271,Catano Municipio,PUERTO RICO,Urban
72055,16293,Guanica Municipio,PUERTO RICO,Urban
72087,25778,Loiza Municipio,PUERTO RICO,Urban
72085,37499,Las Piedras Municipio,PUERTO RICO,Urban
72145,52192,Vega Baja Municipio,PUERTO RICO,Urban
5073,6800,Lafayette County,ARKANSAS,Rural
5107,18606,Phillips County,ARKANSAS,Rural
5149,21464,Yell County,ARKANSAS,Rural
5011,10874,Bradley County,ARKANSAS,Rural
5113,20094,Polk County,ARKANSAS,Rural
5103,23830,Ouachita County,ARKANSAS,Rural
5081,12347,Little River County,ARKANSAS,Rural
5091,43572,Miller County,ARKANSAS,Urban
5145,78762,White County,ARKANSAS,Rural
6033,64195,Lake County,CALIFORNIA,Rural
6115,76360,Yuba County,CALIFORNIA,Urban
6035,30818,Lassen County,CALIFORNIA,Rural
6097,499772,Sonoma County,CALIFORNIA,Urban
6025,180701,Imperial County,CALIFORNIA,Urban
6001,1656754,Alameda County,CALIFORNIA,Urban
6055,139623,Napa County,CALIFORNIA,Urban
6091,3040,Sierra County,CALIFORNIA,Rural
6113,217352,Yolo County,CALIFORNIA,Urban
6057,99244,Nevada County,CALIFORNIA,Rural
6045,87224,Mendocino County,CALIFORNIA,Rural
6037,10081570,Los Angeles County,CALIFORNIA,Urban
6085,1927470,Santa Clara County,CALIFORNIA,Urban
6093,43468,Siskiyou County,CALIFORNIA,Rural
6015,27495,Del Norte County,CALIFORNIA,Rural
8015,19557,Chaffee County,COLORADO,Rural
8045,59055,Garfield County,COLORADO,Rural
8059,574798,Jefferson County,COLORADO,Urban
8103,6384,Rio Blanco County,COLORADO,Rural
8021,8128,Conejos County,COLORADO,Rural
8001,504108,Adams County,COLORADO,Urban
8037,54681,Eagle County,COLORADO,Rural
8081,13127,Moffat County,COLORADO,Rural
8017,2026,Cheyenne County,COLORADO,Rural
1101,226941,Montgomery County,ALABAMA,Urban
1095,95643,Marshall County,ALABAMA,Rural
1009,57681,Blount County,ALABAMA,Urban
1067,17133,Henry County,ALABAMA,Urban
1089,362276,Madison County,ALABAMA,Urban
1001,55380,Autauga County,ALABAMA,Urban
1123,40541,Tallapoosa County,ALABAMA,Rural
1061,26417,Geneva County,ALABAMA,Urban
1131,10681,Wilcox County,ALABAMA,Rural
2060,875,Bristol Bay Borough,ALASKA,Rural
2150,13451,Kodiak Island Borough,ALASKA,Rural
47107,53053,McMinn County,TENNESSEE,Rural
47117,32965,Marshall County,TENNESSEE,Rural
47143,32719,Rhea County,TENNESSEE,Rural
47151,21969,Scott County,TENNESSEE,Rural
47001,76061,Anderson County,TENNESSEE,Urban
47049,18213,Fentress County,TENNESSEE,Rural
47053,49228,Gibson County,TENNESSEE,Rural
47069,25443,Hardeman County,TENNESSEE,Rural
47105,52340,Loudon County,TENNESSEE,Urban
47149,315815,Rutherford County,TENNESSEE,Urban
47159,19740,Smith County,TENNESSEE,Urban
47189,136666,Wilson County,TENNESSEE,Urban
47171,17811,Unicoi County,TENNESSEE,Urban
35027,19461,Lincoln County,NEW MEXICO,Rural
35005,65144,Chaves County,NEW MEXICO,Rural
35025,70277,Lea County,NEW MEXICO,Rural
35049,149293,Santa Fe County,NEW MEXICO,Urban
35059,4133,Union County,NEW MEXICO,Rural
35051,11031,Sierra County,NEW MEXICO,Rural
35053,16858,Socorro County,NEW MEXICO,Rural
35041,18888,Roosevelt County,NEW MEXICO,Rural
35013,216069,Dona Ana County,NEW MEXICO,Urban
35028,18625,Los Alamos County,NEW MEXICO,Rural
35039,39159,Rio Arriba County,NEW MEXICO,Rural
35047,27738,San Miguel County,NEW MEXICO,Rural
35061,76027,Valencia County,NEW MEXICO,Urban
35057,15519,Torrance County,NEW MEXICO,Urban
35001,677858,Bernalillo County,NEW MEXICO,Urban
35035,66137,Otero County,NEW MEXICO,Rural
35006,26891,Cibola County,NEW MEXICO,Rural
35011,2040,De Baca County,NEW MEXICO,Rural
35019,4353,Guadalupe County,NEW MEXICO,Rural
35003,3526,Catron County,NEW MEXICO,Rural
36005,1435068,Bronx County,NEW YORK,Urban
36067,462872,Onondaga County,NEW YORK,Urban
36019,80583,Clinton County,NEW YORK,Rural
36099,34390,Seneca County,NEW YORK,Rural
36079,98787,Putnam County,NEW YORK,Urban
36043,62057,Herkimer County,NEW YORK,Urban
36069,109511,Ontario County,NEW YORK,Urban
36101,96422,Steuben County,NEW YORK,Rural
36041,4515,Hamilton County,NEW YORK,Rural
36013,128496,Chautauqua County,NEW YORK,Rural
36047,2589974,Kings County,NEW YORK,Urban
36107,48686,Tioga County,NEW YORK,Urban
36073,40904,Orleans County,NEW YORK,Urban
36091,228502,Saratoga County,NEW YORK,Urban
36021,60371,Columbia County,NEW YORK,Rural
36049,26572,Lewis County,NEW YORK,Rural
36119,968890,Westchester County,NEW YORK,Urban
36025,44995,Delaware County,NEW YORK,Rural
36057,49302,Montgomery County,NEW YORK,Rural
36085,474893,Richmond County,NEW YORK,Urban
36089,108913,St. Lawrence County,NEW YORK,Rural
36109,102642,Tompkins County,NEW YORK,Urban
36113,64276,Warren County,NEW YORK,Urban
36023,47865,Cortland County,NEW YORK,Rural
36027,293754,Dutchess County,NEW YORK,Urban
56031,8582,Platte County,WYOMING,Rural
56033,30140,Sheridan County,WYOMING,Rural
56003,11882,Big Horn County,WYOMING,Rural
56011,7472,Crook County,WYOMING,Rural
56029,29148,Park County,WYOMING,Rural
56001,38390,Albany County,WYOMING,Rural
56007,15247,Carbon County,WYOMING,Rural
56015,13342,Goshen County,WYOMING,Rural
56041,20479,Uinta County,WYOMING,Rural
56043,8027,Washakie County,WYOMING,Rural
56017,4607,Hot Springs County,WYOMING,Rural
56013,39812,Fremont County,WYOMING,Rural
56035,9880,Sublette County,WYOMING,Rural
56045,7049,Weston County,WYOMING,Rural
72009,22988,Aibonito Municipio,PUERTO RICO,Urban
72077,38780,Juncos Municipio,PUERTO RICO,Urban
72079,22835,Lajas Municipio,PUERTO RICO,Urban
72001,17891,Adjuntas Municipio,PUERTO RICO,Rural
72027,31598,Camuy Municipio,PUERTO RICO,Urban
72103,26075,Naguabo Municipio,PUERTO RICO,Urban
72105,28112,Naranjito Municipio,PUERTO RICO,Urban
72013,85390,Arecibo Municipio,PUERTO RICO,Urban
72015,17805,Arroyo Municipio,PUERTO RICO,Urban
72115,23629,Quebradillas Municipio,PUERTO RICO,Urban
72057,40889,Guayama Municipio,PUERTO RICO,Urban
72049,1311,Culebra Municipio,PUERTO RICO,Rural
72063,46910,Gurabo Municipio,PUERTO RICO,Urban
72017,24079,Barceloneta Municipio,PUERTO RICO,Urban
72153,35428,Yauco Municipio,PUERTO RICO,Urban
72005,52803,Aguadilla Municipio,PUERTO RICO,Urban
72023,48487,Cabo Rojo Municipio,PUERTO RICO,Urban
72109,16929,Patillas Municipio,PUERTO RICO,Urban
72149,22403,Villalba Municipio,PUERTO RICO,Urban
72031,153779,Carolina Municipio,PUERTO RICO,Urban
72035,43785,Cayey Municipio,PUERTO RICO,Urban
72069,52507,Humacao Municipio,PUERTO RICO,Urban
72101,30962,Morovis Municipio,PUERTO RICO,Urban
72139,66338,Trujillo Alto Municipio,PUERTO RICO,Urban
72091,38836,Manati Municipio,PUERTO RICO,Urban
72111,20383,Penuelas Municipio,PUERTO RICO,Urban
72117,14056,Rincon Municipio,PUERTO RICO,Urban
72125,31442,San German Municipio,PUERTO RICO,Urban
72131,37120,San Sebastian Municipio,PUERTO RICO,Urban
36055,743341,Monroe County,NEW YORK,Urban
36065,229959,Oneida County,NEW YORK,Urban
36111,178665,Ulster County,NEW YORK,Urban
36015,84895,Chemung County,NEW YORK,Urban
36051,63591,Livingston County,NEW YORK,Urban
36077,59972,Otsego County,NEW YORK,Rural
36039,47424,Greene County,NEW YORK,Rural
36001,306968,Albany County,NEW YORK,Urban
36003,46688,Allegany County,NEW YORK,Rural
36009,77121,Cattaraugus County,NEW YORK,Rural
36053,71205,Madison County,NEW YORK,Urban
36093,154859,Schenectady County,NEW YORK,Urban
36037,57808,Genesee County,NEW YORK,Rural
36123,25011,Yates County,NEW YORK,Rural
37079,21033,Greene County,NORTH CAROLINA,Urban
37121,15004,Mitchell County,NORTH CAROLINA,Rural
37041,14097,Chowan County,NORTH CAROLINA,Rural
37005,11008,Alleghany County,NORTH CAROLINA,Rural
37027,81884,Caldwell County,NORTH CAROLINA,Urban
37035,157613,Catawba County,NORTH CAROLINA,Urban
37045,97282,Cleveland County,NORTH CAROLINA,Rural
37049,102491,Craven County,NORTH CAROLINA,Rural
37065,52648,Edgecombe County,NORTH CAROLINA,Urban
37077,59328,Granville County,NORTH CAROLINA,Rural
37085,132283,Harnett County,NORTH CAROLINA,Rural
37093,53957,Hoke County,NORTH CAROLINA,Urban
37089,114913,Henderson County,NORTH CAROLINA,Urban
37095,5213,Hyde County,NORTH CAROLINA,Rural
37097,175538,Iredell County,NORTH CAROLINA,Rural
37119,1074475,Mecklenburg County,NORTH CAROLINA,Urban
37131,19946,Northampton County,NORTH CAROLINA,Rural
37147,178433,Pitt County,NORTH CAROLINA,Urban
37159,140296,Rowan County,NORTH CAROLINA,Rural
37181,44479,Vance County,NORTH CAROLINA,Rural
37039,27969,Cherokee County,NORTH CAROLINA,Rural
37053,26363,Currituck County,NORTH CAROLINA,Urban
37179,231053,Union County,NORTH CAROLINA,Urban
37193,68469,Wilkes County,NORTH CAROLINA,Rural
37127,94030,Nash County,NORTH CAROLINA,Urban
37003,37213,Alexander County,NORTH CAROLINA,Urban
37055,36222,Dare County,NORTH CAROLINA,Rural
37185,19898,Warren County,NORTH CAROLINA,Rural
37195,81435,Wilson County,NORTH CAROLINA,Rural
37073,11548,Gates County,NORTH CAROLINA,Rural
37075,8509,Graham County,NORTH CAROLINA,Rural
37115,21499,Madison County,NORTH CAROLINA,Urban
37137,12701,Pamlico County,NORTH CAROLINA,Rural
37149,20557,Polk County,NORTH CAROLINA,Rural
37151,143118,Randolph County,NORTH CAROLINA,Urban
37169,45781,Stokes County,NORTH CAROLINA,Urban
37187,11922,Washington County,NORTH CAROLINA,Rural
37043,10946,Clay County,NORTH CAROLINA,Rural
37051,332861,Cumberland County,NORTH CAROLINA,Urban
37081,527868,Guilford County,NORTH CAROLINA,Urban
37099,42938,Jackson County,NORTH CAROLINA,Rural
37139,39514,Pasquotank County,NORTH CAROLINA,Rural
37155,132596,Robeson County,NORTH CAROLINA,Rural
37173,14260,Swain County,NORTH CAROLINA,Rural
37183,1069079,Wake County,NORTH CAROLINA,Urban
37007,24902,Anson County,NORTH CAROLINA,Urban
37111,45227,McDowell County,NORTH CAROLINA,Rural
37069,66362,Franklin County,NORTH CAROLINA,Urban
37103,9594,Jones County,NORTH CAROLINA,Rural
37113,34813,Macon County,NORTH CAROLINA,Rural
37019,131815,Brunswick County,NORTH CAROLINA,Urban
37175,33775,Transylvania County,NORTH CAROLINA,Rural
37013,47168,Beaufort County,NORTH CAROLINA,Rural
37047,56068,Columbus County,NORTH CAROLINA,Rural
37109,82919,Lincoln County,NORTH CAROLINA,Rural
37123,27252,Montgomery County,NORTH CAROLINA,Rural
37135,144836,Orange County,NORTH CAROLINA,Urban
37153,44997,Richmond County,NORTH CAROLINA,Rural
37163,63385,Sampson County,NORTH CAROLINA,Rural
37171,71971,Surry County,NORTH CAROLINA,Rural
37011,17506,Avery County,NORTH CAROLINA,Rural
37021,256886,Buncombe County,NORTH CAROLINA,Urban
37025,206615,Cabarrus County,NORTH CAROLINA,Urban
37033,22684,Caswell County,NORTH CAROLINA,Rural
37059,42257,Davie County,NORTH CAROLINA,Urban
37057,165381,Davidson County,NORTH CAROLINA,Rural
37061,58967,Duplin County,NORTH CAROLINA,Rural
37063,311848,Durham County,NORTH CAROLINA,Urban
37091,24012,Hertford County,NORTH CAROLINA,Rural
37105,60481,Lee County,NORTH CAROLINA,Rural
37129,227938,New Hanover County,NORTH CAROLINA,Urban
37141,60399,Pender County,NORTH CAROLINA,Urban
37191,123603,Wayne County,NORTH CAROLINA,Urban
37165,35076,Scotland County,NORTH CAROLINA,Rural
37189,54925,Watauga County,NORTH CAROLINA,Rural
37083,51190,Halifax County,NORTH CAROLINA,Rural
37001,163324,Alamance County,NORTH CAROLINA,Urban
37177,4095,Tyrrell County,NORTH CAROLINA,Rural
38089,31081,Stark County,NORTH DAKOTA,Rural
38103,3976,Wells County,NORTH DAKOTA,Rural
38013,2182,Burke County,NORTH DAKOTA,Rural
38061,10321,Mountrail County,NORTH DAKOTA,Rural
38105,35208,Williams County,NORTH DAKOTA,Rural
38007,922,Billings County,NORTH DAKOTA,Rural
38043,2466,Kidder County,NORTH DAKOTA,Rural
38019,3803,Cavalier County,NORTH DAKOTA,Rural
38037,2353,Grant County,NORTH DAKOTA,Rural
38049,5878,McHenry County,NORTH DAKOTA,Rural
38091,1744,Steele County,NORTH DAKOTA,Rural
38005,6873,Benson County,NORTH DAKOTA,Rural
38045,4125,LaMoure County,NORTH DAKOTA,Rural
38059,30868,Morton County,NORTH DAKOTA,Urban
38025,4395,Dunn County,NORTH DAKOTA,Rural
38051,2597,McIntosh County,NORTH DAKOTA,Rural
38063,2894,Nelson County,NORTH DAKOTA,Rural
38079,14511,Rolette County,NORTH DAKOTA,Rural
38099,10751,Walsh County,NORTH DAKOTA,Rural
38009,6502,Bottineau County,NORTH DAKOTA,Rural
38003,10706,Barnes County,NORTH DAKOTA,Rural
38035,70224,Grand Forks County,NORTH DAKOTA,Urban
38053,13334,McKenzie County,NORTH DAKOTA,Rural
38055,9584,McLean County,NORTH DAKOTA,Rural
38069,4126,Pierce County,NORTH DAKOTA,Rural
38075,2442,Renville County,NORTH DAKOTA,Rural
38011,3148,Bowman County,NORTH DAKOTA,Rural
38015,94793,Burleigh County,NORTH DAKOTA,Urban
38047,1872,Logan County,NORTH DAKOTA,Rural
38065,1842,Oliver County,NORTH DAKOTA,Rural
38093,20965,Stutsman County,NORTH DAKOTA,Rural
38071,11583,Ramsey County,NORTH DAKOTA,Rural
38031,3260,Foster County,NORTH DAKOTA,Rural
38039,2409,Griggs County,NORTH DAKOTA,Rural
38083,1409,Sheridan County,NORTH DAKOTA,Rural
38087,742,Slope County,NORTH DAKOTA,Rural
39159,56707,Union County,OHIO,Urban
39131,28000,Pike County,OHIO,Rural
39125,18809,Paulding County,OHIO,Rural
39061,813589,Hamilton County,OHIO,Urban
39049,1290360,Franklin County,OHIO,Urban
39101,65299,Marion County,OHIO,Rural
39157,92335,Tuscarawas County,OHIO,Rural
39169,116099,Wayne County,OHIO,Rural
39015,43572,Brown County,OHIO,Urban
39017,380019,Butler County,OHIO,Urban
39067,15211,Harrison County,OHIO,Rural
39083,61481,Knox County,OHIO,Rural
39089,173750,Licking County,OHIO,Urban
39139,121100,Richland County,OHIO,Urban
39163,13083,Vinton County,OHIO,Rural
39019,27332,Carroll County,OHIO,Urban
39063,75837,Hancock County,OHIO,Rural
39025,204275,Clermont County,OHIO,Urban
39045,154457,Fairfield County,OHIO,Urban
39039,38160,Defiance County,OHIO,Rural
39071,43016,Highland County,OHIO,Rural
39069,27208,Henry County,OHIO,Rural
39081,66371,Jefferson County,OHIO,Urban
39133,162511,Portage County,OHIO,Urban
39137,33911,Putnam County,OHIO,Rural
39013,68024,Belmont County,OHIO,Urban
39027,41957,Clinton County,OHIO,Rural
39047,28620,Fayette County,OHIO,Rural
39127,36022,Perry County,OHIO,Rural
39129,57762,Pickaway County,OHIO,Urban
39097,44135,Madison County,OHIO,Urban
39119,86131,Muskingum County,OHIO,Rural
39143,59029,Sandusky County,OHIO,Rural
39161,28261,Van Wert County,OHIO,Rural
39167,60426,Washington County,OHIO,Urban
39011,45729,Auglaize County,OHIO,Rural
39037,51513,Darke County,OHIO,Rural
39123,40632,Ottawa County,OHIO,Urban
39065,31425,Hardin County,OHIO,Rural
39079,32450,Jackson County,OHIO,Rural
39077,58339,Huron County,OHIO,Rural
39009,65917,Athens County,OHIO,Rural
39001,27776,Adams County,OHIO,Rural
39103,177980,Medina County,OHIO,Urban
39095,431102,Lucas County,OHIO,Urban
39121,14416,Noble County,OHIO,Rural
72021,178192,Bayamon Municipio,PUERTO RICO,Urban
72045,19224,Comerio Municipio,PUERTO RICO,Urban
72075,46152,Juana Diaz Municipio,PUERTO RICO,Urban
72083,8370,Las Marias Municipio,PUERTO RICO,Rural
72047,33500,Corozal Municipio,PUERTO RICO,Urban
72095,10776,Maunabo Municipio,PUERTO RICO,Urban
72113,139671,Ponce Municipio,PUERTO RICO,Urban
72135,72864,Toa Alta Municipio,PUERTO RICO,Urban
72137,77810,Toa Baja Municipio,PUERTO RICO,Urban
72147,8642,Vieques Municipio,PUERTO RICO,Rural
72151,33499,Yabucoa Municipio,PUERTO RICO,Urban
72003,37954,Aguada Municipio,PUERTO RICO,Urban
72025,128937,Caguas Municipio,PUERTO RICO,Urban
72041,39607,Cidra Municipio,PUERTO RICO,Urban
72043,38906,Coamo Municipio,PUERTO RICO,Rural
72051,36803,Dorado Municipio,PUERTO RICO,Urban
72089,18224,Luquillo Municipio,PUERTO RICO,Urban
72019,28393,Barranquitas Municipio,PUERTO RICO,Urban
72107,20982,Orocovis Municipio,PUERTO RICO,Urban
72129,37209,San Lorenzo Municipio,PUERTO RICO,Urban
72037,11515,Ceiba Municipio,PUERTO RICO,Urban
72039,16513,Ciales Municipio,PUERTO RICO,Urban
72071,41707,Isabela Municipio,PUERTO RICO,Urban
72073,14539,Jayuya Municipio,PUERTO RICO,Rural
72081,25696,Lares Municipio,PUERTO RICO,Urban
72127,335468,San Juan Municipio,PUERTO RICO,Urban
72143,37106,Vega Alta Municipio,PUERTO RICO,Urban
72093,6075,Maricao Municipio,PUERTO RICO,Rural
39147,55351,Seneca County,OHIO,Rural
39151,372404,Stark County,OHIO,Urban
39031,36585,Coshocton County,OHIO,Rural
39041,201135,Delaware County,OHIO,Urban
39055,93843,Geauga County,OHIO,Urban
39073,28390,Hocking County,OHIO,Rural
39085,229954,Lake County,OHIO,Urban
39141,76948,Ross County,OHIO,Rural
39035,1247451,Cuyahoga County,OHIO,Urban
39075,43901,Holmes County,OHIO,Rural
39109,105371,Miami County,OHIO,Urban
39111,13942,Monroe County,OHIO,Rural
39155,200367,Trumbull County,OHIO,Urban
39173,130150,Wood County,OHIO,Urban
39005,53536,Ashland County,OHIO,Rural
40043,4922,Dewey County,OKLAHOMA,Rural
40059,3760,Harper County,OKLAHOMA,Rural
40083,46683,Logan County,OKLAHOMA,Urban
40143,646419,Tulsa County,OKLAHOMA,Urban
40147,51886,Washington County,OKLAHOMA,Rural
40057,2710,Harmon County,OKLAHOMA,Rural
40061,12687,Haskell County,OKLAHOMA,Rural
40111,38749,Okmulgee County,OKLAHOMA,Urban
40113,47226,Osage County,OKLAHOMA,Urban
40067,6158,Jefferson County,OKLAHOMA,Rural
40047,61898,Garfield County,OKLAHOMA,Rural
40049,27835,Garvin County,OKLAHOMA,Rural
40121,44146,Pittsburg County,OKLAHOMA,Rural
40123,38355,Pontotoc County,OKLAHOMA,Rural
40129,3667,Roger Mills County,OKLAHOMA,Rural
40153,20727,Woodward County,OKLAHOMA,Rural
40021,48664,Cherokee County,OKLAHOMA,Rural
40041,42433,Delaware County,OKLAHOMA,Rural
40045,4015,Ellis County,OKLAHOMA,Rural
40051,55071,Grady County,OKLAHOMA,Urban
40119,81815,Payne County,OKLAHOMA,Rural
40125,72154,Pottawatomie County,OKLAHOMA,Rural
40037,71427,Creek County,OKLAHOMA,Urban
40141,7413,Tillman County,OKLAHOMA,Rural
40149,11225,Washita County,OKLAHOMA,Rural
40033,5858,Cotton County,OKLAHOMA,Rural
40075,8886,Kiowa County,OKLAHOMA,Rural
40079,50026,Le Flore County,OKLAHOMA,Urban
40089,33016,McCurtain County,OKLAHOMA,Rural
40093,7692,Major County,OKLAHOMA,Rural
40097,41044,Mayes County,OKLAHOMA,Rural
40109,787216,Oklahoma County,OKLAHOMA,Urban
40039,29152,Custer County,OKLAHOMA,Rural
40085,10063,Love County,OKLAHOMA,Rural
40009,22268,Beckham County,OKLAHOMA,Rural
40023,14807,Choctaw County,OKLAHOMA,Rural
40065,25063,Jackson County,OKLAHOMA,Rural
40081,34895,Lincoln County,OKLAHOMA,Urban
40117,16412,Pawnee County,OKLAHOMA,Urban
40133,24832,Seminole County,OKLAHOMA,Rural
40025,2174,Cimarron County,OKLAHOMA,Rural
40011,9556,Blaine County,OKLAHOMA,Rural
40029,5581,Coal County,OKLAHOMA,Rural
40053,4397,Grant County,OKLAHOMA,Rural
40073,15694,Kingfisher County,OKLAHOMA,Rural
40087,39247,McClain County,OKLAHOMA,Urban
40095,16505,Marshall County,OKLAHOMA,Rural
40103,11335,Noble County,OKLAHOMA,Rural
40105,10322,Nowata County,OKLAHOMA,Rural
40131,91353,Rogers County,OKLAHOMA,Urban
40135,41709,Sequoyah County,OKLAHOMA,Urban
40003,5847,Alfalfa County,OKLAHOMA,Rural
40151,9043,Woods County,OKLAHOMA,Rural
40027,279274,Cleveland County,OKLAHOMA,Urban
40107,12067,Okfuskee County,OKLAHOMA,Rural
40005,13823,Atoka County,OKLAHOMA,Rural
41061,26337,Union County,OREGON,Rural
41047,339641,Marion County,OREGON,Urban
41019,109114,Douglas County,OREGON,Rural
41031,23607,Jefferson County,OREGON,Rural
41053,83037,Polk County,OREGON,Urban
41017,186251,Deschutes County,OREGON,Urban
41043,125048,Linn County,OREGON,Rural
41071,104831,Yamhill County,OREGON,Urban
41001,16019,Baker County,OREGON,Rural
41035,66921,Klamath County,OREGON,Rural
41041,48547,Lincoln County,OREGON,Rural
41003,91107,Benton County,OREGON,Urban
41013,23011,Crook County,OREGON,Rural
41055,1642,Sherman County,OREGON,Rural
41025,7267,Harney County,OREGON,Rural
41045,30412,Malheur County,OREGON,Rural
41063,7004,Wallowa County,OREGON,Rural
41069,1415,Wheeler County,OREGON,Rural
41049,11303,Morrow County,OREGON,Rural
41011,63686,Coos County,OREGON,Rural
41015,22650,Curry County,OREGON,Rural
41021,1878,Gilliam County,OREGON,Rural
41027,23209,Hood River County,OREGON,Rural
41037,7837,Lake County,OREGON,Rural
41051,804606,Multnomah County,OREGON,Urban
42103,55453,Pike County,PENNSYLVANIA,Urban
42109,40483,Snyder County,PENNSYLVANIA,Rural
42115,40970,Susquehanna County,PENNSYLVANIA,Rural
42039,85665,Crawford County,PENNSYLVANIA,Rural
42049,273835,Erie County,PENNSYLVANIA,Urban
42057,14506,Fulton County,PENNSYLVANIA,Rural
42067,24624,Juniata County,PENNSYLVANIA,Rural
42107,142674,Schuylkill County,PENNSYLVANIA,Rural
42131,27327,Wyoming County,PENNSYLVANIA,Urban
42001,102470,Adams County,PENNSYLVANIA,Rural
42005,65867,Armstrong County,PENNSYLVANIA,Urban
42035,38915,Clinton County,PENNSYLVANIA,Rural
42025,63887,Carbon County,PENNSYLVANIA,Urban
42027,161960,Centre County,PENNSYLVANIA,Urban
42097,91761,Northumberland County,PENNSYLVANIA,Rural
42095,302809,Northampton County,PENNSYLVANIA,Urban
42121,51818,Venango County,PENNSYLVANIA,Rural
42007,165833,Beaver County,PENNSYLVANIA,Urban
42069,210652,Lackawanna County,PENNSYLVANIA,Urban
42083,41401,McKean County,PENNSYLVANIA,Rural
42051,131302,Fayette County,PENNSYLVANIA,Urban
42091,823823,Montgomery County,PENNSYLVANIA,Urban
42033,79908,Clearfield County,PENNSYLVANIA,Rural
42075,139729,Lebanon County,PENNSYLVANIA,Urban
42081,114330,Lycoming County,PENNSYLVANIA,Urban
42093,18259,Montour County,PENNSYLVANIA,Rural
42123,39756,Warren County,PENNSYLVANIA,Rural
42019,186899,Butler County,PENNSYLVANIA,Urban
42047,30340,Elk County,PENNSYLVANIA,Rural
42071,540999,Lancaster County,PENNSYLVANIA,Urban
42085,111518,Mercer County,PENNSYLVANIA,Urban
42105,16806,Potter County,PENNSYLVANIA,Rural
42117,40944,Tioga County,PENNSYLVANIA,Rural
44005,82801,Newport County,RHODE ISLAND,Urban
44007,635737,Providence County,RHODE ISLAND,Urban
44001,48764,Bristol County,RHODE ISLAND,Urban
45003,168301,Aiken County,SOUTH CAROLINA,Urban
45005,9024,Allendale County,SOUTH CAROLINA,Rural
45037,26927,Edgefield County,SOUTH CAROLINA,Urban
45023,32311,Chester County,SOUTH CAROLINA,Rural
45029,37585,Colleton County,SOUTH CAROLINA,Rural
45067,31308,Marion County,SOUTH CAROLINA,Rural
45063,290278,Lexington County,SOUTH CAROLINA,Urban
45073,77528,Oconee County,SOUTH CAROLINA,Rural
45015,215044,Berkeley County,SOUTH CAROLINA,Urban
45019,401165,Charleston County,SOUTH CAROLINA,Urban
45043,61952,Georgetown County,SOUTH CAROLINA,Rural
